cited,citation_count
4723129,779
4463359,716
4740796,678
4345262,658
4558333,654
4313124,633
4683195,631
4459600,613
4683202,605
3953566,411
4367924,401
3702886,382
4733665,360
3845770,339
5103459,311
4535773,305
4358535,292
4655771,289
4901307,287
3849241,286
4234435,280
3271922,278
4340563,276
4440871,273
4776337,273
4558413,267
4647447,262
4100324,261
5111638,254
5167024,252
3755704,251
4258264,251
4654030,248
5109390,246
4413725,246
2297691,244
4187390,243
4739762,242
5101501,241
4601710,240
5056109,239
4870302,237
4376110,237
4733521,236
4041203,235
4503569,234
3692618,234
4642487,234
3694412,233
4387297,233
3992158,233
4352883,233
4762129,232
3916899,231
4399209,231
3219666,231
4179337,226
3864154,225
4773182,225
4418068,225
4323071,223
4315318,223
4230463,223
4940916,221
4608577,221
4580568,221
4333267,220
4133814,219
5226126,218
4228496,218
4758745,216
4575330,216
3508372,216
3022605,215
4445892,213
4310440,213
4423725,210
5008853,208
3354129,207
4757267,207
4054697,206
4886062,205
5247347,205
4265990,202
4061724,202
4706121,201
4327725,201
4237224,200
4512338,199
3868956,199
4190757,198
4545390,198
3341394,198
5181162,198
4216620,197
2170147,197
4807115,197
4858105,196
2529060,195
4706216,194
2302259,194
3802817,193
3986997,193
3797494,193
4748982,193
4435047,192
4063220,192
4105776,191
3856513,191
4235871,190
4118531,190
732889,189
4553545,188
5329578,184
4965188,184
4405829,184
3306875,183
3962503,182
4251798,181
3860003,181
4118890,180
4226898,180
3598122,180
3383435,179
3615024,179
4409470,178
3264272,178
3773919,176
5181364,176
4276473,176
4394443,176
5226130,176
3284393,175
4856516,175
5093914,175
3589363,174
4380635,174
2621142,174
4305131,174
4798603,174
1446563,173
3976982,173
4771777,173
4830003,173
5572643,173
4314827,173
4191860,173
4555775,172
4578079,172
2510120,171
4688900,171
4800882,171
4380564,170
4617479,170
4491628,170
4387428,170
4916441,169
5041992,169
3598123,168
2985589,168
4140126,168
4313035,168
3946398,167
3130113,167
5019090,167
3620366,166
5133075,166
4794931,166
4581017,166
4698787,166
3709979,165
4663220,164
3670731,164
4546875,163
2495286,163
5066288,163
2411328,163
4194041,163
3135809,163
4665906,163
3681105,162
4366241,162
1525015,162
4631057,162
5143854,162
4177814,161
3301746,161
4713808,161
4655561,161
4573998,161
2278673,161
4747831,160
5040715,160
4951601,160
4425120,159
4878906,159
4944836,158
4609986,158
5027400,158
4672658,158
4222115,158
2371985,158
4800159,158
2774187,157
5119475,157
3615972,156
4880804,156
4111202,156
3789096,156
5136697,156
4994069,155
4765464,155
4258421,155
4500919,154
4611094,154
4977455,154
4577631,154
3255027,153
3437468,153
3285855,153
4474570,153
4698748,153
4254762,153
5014125,153
4000739,152
3636956,152
2822287,152
4217374,152
4200098,152
1978631,151
4953080,151
4835834,151
4439520,151
4821220,150
4064521,150
3600186,150
2741822,149
4445509,149
3747120,149
4813013,149
4789648,149
5073900,149
3929135,148
3919177,148
4980836,148
4885717,148
4267420,148
5272236,148
5193110,147
4218543,147
4453212,147
4098888,146
4076698,146
4429001,146
3306874,146
3296002,146
4414128,146
4809170,146
4391909,146
3657744,145
3665241,145
4363815,145
4490728,145
5260611,145
3016308,145
1863216,145
3473987,145
4783695,144
3973977,144
3887699,144
4174358,144
4195637,144
4801014,144
3799758,144
3421863,144
4191609,144
4277837,144
5132992,144
5045417,143
4787899,143
3419404,143
4656603,143
2846060,143
4230924,143
3995623,143
3298842,143
3901236,143
4361060,142
4258001,142
3742951,142
2465319,142
4739768,142
3172892,142
3473938,142
5220501,142
3970887,141
4467421,141
2048123,141
2883262,141
4128880,141
3239478,141
4076663,141
4732152,141
3016599,140
3975350,140
4899136,140
3376666,140
2355559,140
5091171,140
4124899,140
3121647,139
4302775,139
4931042,139
5133732,139
4877031,139
4105783,139
4673402,139
4816567,139
4660166,138
5030206,138
4922432,138
4200770,138
4024163,138
4799156,138
4021224,138
4704116,138
5002557,138
4610678,137
4430081,137
4949187,137
4862245,137
5060276,137
5241671,137
5133079,137
4575621,137
3890977,137
4598400,137
5072412,137
4440846,137
5049132,137
4285987,136
4786904,136
5530852,136
4857799,136
4799479,136
4699147,136
2674619,136
3956615,136
4181752,136
5347632,136
4671958,135
4043077,135
3479310,135
5333266,135
4892851,134
4452773,134
3689346,134
4530914,134
4589063,134
4044338,134
4343993,134
4472509,134
5122122,134
4833701,134
3786116,134
4374829,133
4637859,133
4646722,133
3840695,133
3941871,133
4744802,133
5151987,133
5123917,133
4297811,132
3994771,132
4994071,132
4379454,132
4748655,132
4425908,132
4078929,132
5278272,132
5122137,132
3502763,131
3272746,131
2823218,131
5297148,131
3632498,131
4582181,130
4141359,130
5064435,130
5116353,130
4399216,130
4046889,130
5194780,130
5105599,130
4315086,129
4984247,129
4218582,129
4933785,129
3929992,129
4558302,129
4680785,129
3778614,129
4482669,129
5078726,129
5172338,129
4641649,128
4795458,128
3265765,128
5102417,128
5168356,128
3995631,128
4265991,128
4506387,128
3338992,128
4613209,128
4765753,127
5130792,127
3473160,127
3430418,127
4869717,127
4326055,127
3741253,127
3962153,127
4834306,127
5329619,127
4369361,126
4539256,126
4197316,126
4234599,126
4660571,126
4918614,126
4993068,126
5064802,126
5043940,126
4721885,126
4088864,126
4215682,126
3485234,125
3654090,125
4610662,125
5267261,125
5223844,125
4533910,125
4791934,125
4500895,125
4538622,125
3779778,125
3842194,125
3691140,125
4307507,125
5206590,125
4542199,124
4650466,124
4033331,124
4554929,124
5077691,124
4625081,124
4743815,124
4172859,124
4994926,124
5075848,124
5353331,124
3381022,123
4674089,123
4724318,123
2882244,123
3821510,123
4207874,123
4758746,123
5100429,123
4573976,123
4950227,123
3906166,123
5104399,123
5129067,123
5147826,123
5231484,123
3220972,122
3282875,122
4576850,122
3947375,122
5260610,122
3624019,122
4630201,122
4536791,122
4955377,122
4853843,122
4400910,122
4141973,122
3339546,122
4709202,122
4641005,122
3998678,122
5195984,122
5125091,122
5037433,121
4200110,121
4520817,121
5023868,121
4130095,121
4612008,121
4908112,121
4325120,121
4022880,121
4277728,121
5043736,121
5163021,121
4488179,121
4740207,120
3169121,120
4675189,120
4573966,120
4277649,120
4477575,120
4460120,120
4941841,120
4940064,120
4533254,120
4935027,120
4741330,120
5104383,120
3645992,120
4902280,120
4819159,120
4847755,120
4820349,120
4203444,119
4877949,119
4823181,119
4413989,119
3732858,119
4604644,119
3832449,119
4196245,119
4613990,119
5156151,119
3130007,119
2677700,119
4667290,119
3967623,119
3900554,119
4820298,119
4699823,119
4020830,119
4889818,119
4675863,119
5166556,119
4944443,118
4300312,118
4458066,118
3527809,118
4898591,118
4306286,118
5040548,118
4428378,118
5313454,118
5053990,118
5122875,118
4196265,118
4193983,118
3920835,118
4649515,118
4814470,117
4644351,117
4808561,117
3605725,117
4851987,117
5155847,117
3978185,117
4954126,117
4771295,117
4760248,117
4665918,117
4855320,117
4081301,117
4336809,117
5172413,117
4676258,116
3416531,116
4714995,116
4563350,116
4142209,116
3971373,116
4150987,116
5104382,116
4632901,116
3457075,116
4623364,116
4455651,116
4899373,116
4211919,116
3551554,116
4103315,115
4248962,115
4280314,115
4589881,115
4104086,115
3625214,115
4544545,115
4136250,115
4286592,115
4008412,115
4543345,115
5035706,115
4278793,115
5021059,115
4058401,115
5050090,115
5265119,115
4172124,114
4944745,114
3950733,114
4144306,114
4702738,114
4484187,114
4529480,114
3645835,114
3759807,114
3683212,114
4907589,114
4299916,114
4578815,114
3490675,114
4453074,114
3978457,114
3011920,114
4681110,114
4407290,114
3445420,114
4631052,114
4658370,114
5197963,114
5235782,114
4513308,113
4813429,113
4969458,113
4591983,113
4720415,113
4288841,113
4127405,113
4972457,113
4197590,113
2882243,113
4371752,113
4563059,113
5061273,113
4437122,113
3308069,113
4025159,113
3086242,113
4871930,113
3810874,112
4988356,112
4026555,112
4913141,112
3485706,112
4873459,112
5070384,112
3431706,112
4434188,112
4394774,112
5135536,112
3817837,112
4640079,112
4589876,112
3847867,112
4807222,112
4342314,112
4677318,112
862867,112
4406656,112
4891630,112
5414455,112
5083565,112
3946731,111
3734874,111
4994033,111
3079606,111
3760171,111
4754255,111
4189868,111
3893761,111
3860771,111
4780821,111
5416797,111
5026377,111
3779993,111
4256945,111
4562535,111
4687663,111
3220960,111
4614861,111
4144317,111
4837798,111
5095054,111
5205108,111
4374888,110
4401054,110
4969890,110
4761785,110
3970518,110
4445118,110
5247571,110
4224179,110
3640928,110
4669004,110
4762128,110
4380046,110
4418333,110
4669043,110
4518584,110
3854480,110
4338397,110
4793348,110
4658093,110
3590000,110
5275851,110
5093718,110
5111409,110
3745623,109
4464650,109
4127322,109
4922905,109
4711955,109
3763480,109
4703435,109
4217344,109
4736866,109
4299226,109
5414796,109
5136705,109
4203158,109
3028365,109
4458307,109
4567029,109
3547180,109
4728020,109
5339392,109
5055438,109
2027962,108
4214020,108
3882038,108
4074342,108
4945912,108
4454414,108
4758985,108
4572203,108
4058400,108
3281383,108
4246261,108
4236880,108
4942598,108
4655752,108
4522803,108
4141364,108
4063064,108
3463158,108
4695954,108
4740519,108
4769772,107
4833702,107
4826808,107
4235236,107
3654370,107
4005195,107
4153641,107
3869828,107
4594655,107
4727064,107
4050462,107
3996934,107
5148432,107
3760024,107
4503288,107
4115319,107
4424833,107
4992940,107
3542615,107
3939654,107
4496831,107
4257095,107
3648125,107
5307456,107
3243211,106
5025335,106
4055672,106
4872947,106
4273128,106
4246339,106
4670899,106
4784137,106
4936281,106
5037427,106
4576732,106
5084057,106
3556389,106
4707384,106
3879537,106
4928223,106
5360443,106
4432057,106
3905023,106
5000185,106
4738255,106
4665913,106
4775371,106
2623521,106
3862265,106
4575805,105
4682596,105
4703108,105
3755527,105
5092841,105
5280472,105
4917097,105
4358823,105
4286082,105
4640793,105
3426754,105
4785408,105
4622631,105
3888362,105
5228234,105
4890612,104
4096571,104
3833003,104
3636679,104
3859527,104
4642271,104
4744364,104
3039468,104
4636346,104
4522212,104
3855638,104
3176444,104
4763669,104
4863538,104
4483194,104
3733309,104
4908772,104
3169945,104
4763191,104
5283819,104
4980209,104
5267262,104
2407680,103
4097923,103
4466442,103
3938502,103
4630283,103
2958593,103
4528643,103
3557516,103
4935956,103
4027073,103
3651014,103
3790654,103
4154861,103
4621339,103
3995632,103
4810804,103
3686025,103
4276885,103
3640741,103
4642790,103
4517104,103
3923477,103
4380549,103
4281380,102
4526938,102
3984566,102
4914656,102
3689935,102
3858577,102
4338675,102
4415065,102
5297249,102
4892519,102
4075691,102
4914055,102
3023104,102
4739098,102
4775999,102
4515165,102
4373183,102
4570057,102
3769963,102
3993749,102
4880015,102
4377584,101
3876794,101
4842591,101
4576177,101
4960412,101
3566874,101
4895868,101
3812559,101
4486530,101
3455336,101
5059211,101
4701432,101
3910701,101
4547811,101
4500880,101
4485486,101
4561726,101
4456793,101
4654819,101
5037422,101
4989230,101
4648044,101
4633874,101
4476870,101
3287703,101
4568343,101
4565200,101
3793799,101
5144166,101
4503499,100
4951677,100
4912342,100
4320759,100
4941572,100
4391904,100
4621365,100
4830006,100
2800457,100
3969614,100
4929235,100
4280954,100
4800883,100
4470407,100
4264808,100
4539061,100
4414624,100
4884579,100
4677676,100
4570217,100
4695278,100
4785815,100
4873664,100
4070710,100
4161784,100
3577515,100
4899205,100
4758717,100
4881951,100
4648290,100
3383351,100
5216843,100
3499591,99
5042082,99
4509043,99
4338390,99
4052988,99
4650803,99
2717437,99
3605123,99
4821731,99
4512762,99
4146019,99
5000113,99
4673438,99
3988470,99
4910417,99
4545374,99
4709698,99
5197978,99
4723212,99
3094810,99
3853567,99
4230687,99
4394930,99
4458297,99
4885171,99
4664654,99
4412285,99
4924011,99
4649922,99
4627052,99
5199062,99
5282824,99
3875391,98
3731683,98
4847641,98
4712172,98
4563181,98
4907150,98
4931950,98
4574350,98
4451895,98
3758403,98
4381522,98
4313734,98
4614517,98
4377616,98
4742512,98
4554088,98
5049873,98
3373437,98
5019096,98
4601713,98
3890971,98
2989828,98
3509234,98
4178476,98
3288846,98
3909258,98
4763356,98
4109737,98
3893935,98
4389330,98
4389393,98
4442487,98
4545610,98
4632100,98
4887265,98
5221838,98
4718433,97
4256251,97
1610652,97
4346442,97
3286992,97
3992432,97
4597794,97
4529870,97
4673393,97
5293869,97
5111413,97
5163131,97
5353121,97
4653069,97
4663704,97
4294753,97
3600060,97
3554434,97
4903440,97
4183102,97
3945375,97
5071407,97
4785394,97
4077412,97
3404061,97
4347498,97
4908539,97
4960790,97
5335276,97
4167765,96
4276874,96
4571599,96
4298672,96
4383529,96
4410571,96
5034001,96
3969706,96
3861029,96
4397314,96
3642728,96
4143054,96
4695649,96
5267334,96
4475104,96
3131509,96
4930071,96
2862251,96
4779611,96
3766165,96
4194221,96
4502479,96
4901221,96
3795037,96
5023341,96
4946778,96
3351495,96
4412281,96
3780140,96
5195086,96
4966597,96
5192297,96
5109482,96
4754453,95
3173418,95
4303748,95
4369443,95
3135716,95
4769764,95
5008926,95
4713792,95
4868600,95
5085698,95
5061275,95
5100420,95
5239654,95
5127042,95
5229331,95
3855046,95
4104320,95
4446232,95
3669103,95
4205021,95
3835176,95
4055180,95
4096341,95
4060081,95
4826969,95
4399504,95
4933846,95
4229315,95
3327859,95
4310720,95
4144411,95
5283500,95
5121006,95
4160020,94
3174851,94
2926154,94
5055851,94
4007355,94
4706166,94
5053523,94
4752292,94
4271839,94
4199569,94
4636195,94
3477990,94
4797947,94
5036473,94
5041126,94
4718080,94
4972496,94
4652274,94
5061049,94
4669469,94
4658351,94
4863655,94
4461305,94
3288770,94
4939507,94
4209398,94
4091925,94
2798053,94
4102340,94
4702732,94
3961103,94
4870957,94
5100423,94
5151789,94
5209747,94
3516941,93
4392200,93
4998933,93
4539507,93
4747041,93
4921484,93
3684348,93
5027241,93
4760848,93
4113981,93
4246374,93
3469982,93
4988344,93
4096227,93
4950264,93
4118372,93
4898156,93
3925763,93
4577276,93
4387879,93
4794096,93
4384918,93
4852568,93
5038320,93
4490421,93
4413110,93
4948458,93
5073161,93
5225842,93
5204947,93
5124987,93
5015744,93
5109353,93
4697281,93
4060089,93
4168146,93
4092697,93
4331654,93
4866732,93
4857062,93
4770671,93
4235437,93
3228877,93
4670092,93
4474893,93
4418425,93
4992468,93
4485096,93
4825354,93
4086204,93
3692255,93
4683291,93
4748490,93
5220657,93
5295256,93
4963498,92
3884213,92
4180596,92
4603416,92
4623887,92
4713360,92
3766146,92
4099196,92
4414372,92
5045551,92
3921636,92
3789471,92
4356623,92
4638187,92
4471163,92
4663685,92
4094647,92
5057106,92
5145819,92
5315703,92
5442390,92
5159513,92
4980369,92
3465592,92
4176090,92
4077407,92
4520113,92
4207609,92
3994287,92
4799939,92
4187057,92
4961154,92
4446519,92
4169719,92
4844882,92
3564816,92
4108837,92
4473077,92
4245273,92
5147345,92
5115429,92
2532011,91
4924496,91
3806558,91
3891792,91
4562596,91
4146499,91
4183013,91
4417576,91
4397644,91
4578614,91
4947388,91
3985436,91
4561675,91
3827237,91
3846141,91
3334154,91
4669473,91
4751578,91
4583834,91
4012597,91
4874981,91
3941989,91
4450150,91
4722726,91
5089509,91
5027406,91
5222125,91
5199242,91
5309474,91
4430076,91
4790315,91
4566620,91
4021572,91
4937299,91
4657802,91
4665492,91
5015658,91
4302204,91
4604106,91
5013744,91
4807031,91
4532924,91
3693613,91
4825200,91
4721117,91
3866599,91
4587633,91
4957498,91
3190178,91
4740890,91
5313943,91
5119485,91
5037825,91
5334193,91
3770389,90
4101960,90
3561493,90
4310519,90
3422008,90
4414059,90
4694396,90
4439409,90
4756977,90
4391731,90
4528180,90
4827508,90
4204549,90
4079028,90
2901466,90
4136929,90
4635189,90
4148092,90
4707839,90
4247498,90
3699294,90
5179702,90
5100899,90
5196724,90
5357276,90
4351337,90
4411262,90
4974173,90
4629676,90
3552059,90
4385806,90
5022047,90
4596667,90
4449983,90
4160739,90
4785349,90
4016218,90
4768507,90
4100309,90
4818728,90
4792525,90
4369172,90
4121283,90
4931783,90
4587972,90
3700585,90
4476688,90
4943280,90
4086924,90
5015912,90
5083266,90
5053016,90
5191410,90
5029196,90
4128740,89
4316885,89
4373804,89
3949073,89
4587651,89
4834735,89
3610799,89
4311154,89
4926322,89
4445174,89
4071424,89
4369284,89
3982541,89
4156067,89
4860744,89
4953551,89
3868433,89
5104404,89
5130794,89
5200959,89
5327486,89
5253078,89
5220674,89
5297279,89
5121391,89
4751138,89
4425130,89
4360798,89
4140130,89
4660141,89
4987071,89
4987529,89
5001710,89
4084228,89
4952928,89
2920971,89
3087936,89
3922253,89
4673566,89
4562838,89
4671851,89
3665483,89
4696667,89
3757990,89
4409331,89
4847732,89
3993072,89
4817035,89
3948254,89
4778532,89
4571456,89
4241046,89
4702369,89
5258668,89
5122136,89
5152754,89
5281218,89
4839461,88
4003707,88
3729313,88
4468224,88
4292299,88
3950357,88
2496111,88
4680674,88
4885363,88
3868267,88
3750189,88
4434226,88
4442484,88
4215010,88
4575625,88
4412934,88
4802218,88
4352751,88
4957656,88
3927817,88
3740421,88
4943538,88
4306245,88
4925445,88
5091846,88
4509093,88
4774958,88
4315315,88
4147679,88
5410343,88
5123850,88
4985296,88
5295244,88
4812599,88
5353575,88
5231494,88
4652275,88
4655746,88
3112184,88
4481382,88
4332027,88
4870643,88
4654663,88
4965725,88
4309996,88
5061274,88
4749440,88
4760071,88
4200927,88
4333072,88
5026798,88
4753710,88
4737978,88
4555811,88
4823256,88
4763317,88
4342668,88
4720480,88
4603146,88
3809786,88
3921022,88
4401653,88
5158548,88
5007926,88
5132966,88
5375068,88
3297033,87
4668995,87
4919939,87
4723549,87
4333152,87
4563489,87
4475010,87
4205679,87
4857161,87
4667661,87
4687478,87
5019961,87
3397278,87
4744366,87
4159546,87
4841977,87
3470876,87
3775452,87
3387286,87
4723936,87
4732148,87
4223676,87
4363116,87
4385635,87
3953394,87
4317114,87
3394705,87
4250878,87
4415732,87
4658096,87
4956839,87
4788718,87
4134672,87
5025366,87
4944030,87
4212787,87
3666863,87
4579609,87
5223409,87
5147373,87
2648487,87
4878240,87
4940464,87
4911148,87
4901340,87
5006550,87
3834380,87
4134792,87
4648892,87
4887204,87
4302566,87
3704198,87
4998923,87
4922503,87
4621643,87
4556063,87
4525780,87
4321672,87
4846174,87
4655751,87
3787384,87
4604694,87
4478077,87
4988981,87
4214968,87
3419593,87
4303904,87
5084824,87
5057475,87
5222120,87
5108643,87
4191182,86
5017714,86
3047539,86
4401569,86
4917465,86
3885977,86
1868853,86
4016043,86
4845739,86
3906550,86
4495629,86
4593363,86
2850842,86
3642746,86
4661111,86
4610383,86
4130502,86
4522206,86
3874388,86
4851330,86
4830939,86
4652639,86
4740792,86
4064296,86
4653020,86
4232177,86
4097935,86
4474751,86
5220420,86
5179556,86
5197130,86
5053774,86
5201757,86
5208745,86
4168396,86
4774530,86
4234666,86
3826523,86
4639089,86
4254169,86
4652990,86
4340479,86
2676182,86
4774421,86
4177256,86
4375718,86
4058430,86
4755316,86
4879568,86
4933538,86
3547103,86
4655518,86
4273109,86
4576167,85
4932042,85
4143368,85
4679434,85
4218738,85
4493021,85
4834757,85
3974025,85
4277344,85
4651409,85
4983382,85
5023776,85
5005200,85
4630172,85
3993981,85
4611219,85
4092732,85
4522953,85
4876738,85
4912756,85
3574031,85
4191618,85
4237441,85
4035565,85
3865108,85
3761488,85
4924012,85
4283427,85
5041129,85
4455619,85
4443511,85
4794239,85
5025778,85
5107345,85
5129850,85
1063154,85
4672501,85
3216936,85
4184049,85
3884599,85
3825379,85
4439636,85
4612637,85
4525921,85
4424414,85
4524087,85
3940204,85
3515792,85
3777538,85
3522179,85
3870033,85
4059461,85
4516972,85
4161786,85
4996127,85
5190541,85
5140437,85
5177685,85
5015253,85
3530258,84
4042335,84
4130535,84
4615005,84
4638337,84
5053631,84
3666363,84
4857653,84
4639863,84
4490444,84
4664259,84
4053651,84
4614474,84
4690825,84
4805623,84
4031050,84
3228876,84
1697751,84
4284412,84
4826673,84
4079511,84
4160059,84
5108416,84
5086385,84
5043721,84
4991169,84
5406557,84
5147370,84
3357989,84
4626848,84
4664305,84
3521620,84
4167331,84
4769510,84
5016009,84
4910155,84
4800899,84
4441791,84
4756020,84
4589412,84
4473103,84
4754397,84
4723943,84
4586923,84
4677366,84
4144496,84
4146924,84
4086926,84
5067123,84
4955870,84
3996345,84
4488218,84
3910296,84
4312009,84
3494533,84
5063327,84
5068252,84
5257369,84
5270163,84
4762130,83
4028725,83
4450207,83
4619274,83
4865836,83
4094013,83
3839297,83
3821715,83
4434094,83
3985133,83
4794521,83
4119363,83
4191996,83
3761695,83
4423287,83
4418393,83
4964946,83
4599353,83
4637698,83
4875038,83
4376803,83
4942525,83
4264396,83
4735513,83
3665041,83
4444744,83
4815003,83
4405297,83
4477164,83
4191537,83
4675285,83
3991184,83
4494197,83
3789841,83
4500707,83
4540763,83
5035930,83
5175867,83
3578602,83
4379101,83
4348554,83
4634845,83
5046043,83
4750487,83
4053381,83
4159091,83
3133132,83
5034837,83
4230990,83
4481573,83
3148799,83
4857716,83
4655225,83
3839252,83
4225383,83
3380646,83
4518789,83
3989049,83
3923370,83
4031894,83
3882852,83
3954475,83
3996938,83
4691326,83
4670848,83
4827177,83
4806463,83
4527249,83
4878891,83
4578540,83
3562223,83
4456954,83
3658634,83
4723028,83
4587329,83
4811294,83
4002155,83
4871008,83
5226120,83
5239775,83
5253275,83
5153230,83
4938763,83
4058672,82
4229790,82
4228180,82
4629783,82
4532199,82
4235238,82
4065366,82
4235601,82
4688210,82
4422719,82
3788739,82
3113712,82
4072975,82
4326259,82
4927421,82
4235204,82
4849968,82
4919152,82
4240411,82
2944627,82
1527291,82
5016255,82
4456017,82
3715378,82
4563419,82
4817613,82
3744496,82
4899067,82
3779794,82
4621640,82
5053046,82
4223680,82
4917668,82
3802044,82
3723976,82
5213580,82
5168441,82
5111292,82
4967765,82
4697241,82
4403003,82
4101617,82
4073865,82
3243753,82
4428748,82
4054756,82
4755930,82
3646155,82
4435504,82
4709995,82
3699956,82
5001697,82
3562172,82
5009643,82
3989867,82
3886941,82
3993073,82
4287214,82
5114407,82
4503023,82
4613207,82
4002886,82
4864390,82
3429827,82
4815029,82
4214754,82
4034756,82
4933835,82
3995619,82
4507751,82
3762476,82
4783337,82
4251752,82
4264782,82
4425919,82
4809225,82
4324246,82
5007908,82
5116318,82
5304487,82
5141520,82
5062060,82
5148265,82
5485455,82
3853127,81
4642120,81
4673525,81
4154795,81
5025336,81
4435792,81
5016138,81
3304273,81
3455625,81
4712877,81
4602286,81
4187236,81
4626245,81
4320256,81
4965684,81
4857508,81
3865113,81
4676783,81
3094568,81
4446715,81
5080660,81
4450477,81
4366613,81
4649549,81
4067059,81
4829554,81
4375220,81
4157269,81
3942536,81
4771448,81
4662877,81
4750197,81
4205780,81
3986508,81
4834985,81
4843144,81
3822202,81
5235633,81
5162546,81
5155835,81
5183404,81
5084875,81
5195100,81
5329471,81
4071361,81
4675005,81
4654867,81
4253145,81
3864018,81
4877030,81
3066112,81
5043196,81
4673394,81
3459175,81
4685996,81
3711385,81
3576760,81
4630219,81
4644347,81
4484388,81
4611096,81
4164787,81
4602129,81
4189323,81
4597755,81
4500651,81
4588443,81
5051938,81
4853717,81
3822238,81
4148070,81
4696028,81
5095480,81
5051822,81
5127041,81
5218704,81
5371532,81
5021949,81
4340617,80
3964457,80
4713753,80
4456000,80
4329706,80
4590196,80
4254044,80
4595713,80
5080899,80
4736629,80
2813048,80
4484273,80
3676242,80
4593186,80
4779089,80
4815106,80
3954442,80
4138477,80
4979948,80
4737144,80
3873489,80
4528239,80
4161470,80
4900540,80
4533693,80
4670703,80
4785463,80
4727877,80
3985669,80
5175185,80
5100417,80
5122154,80
5101500,80
4880903,80
5078999,80
4053630,80
4775935,80
4251824,80
4277226,80
3970993,80
4796078,80
3231587,80
4570227,80
4759034,80
4154246,80
5003584,80
4545926,80
4593273,80
3960978,80
4656580,80
5029588,80
4756884,80
4828008,80
4410501,80
4720432,80
4353888,80
4720780,80
4460982,80
4084231,80
3680037,80
4099860,80
4468728,80
3052655,80
4793895,80
4005196,80
4736371,80
4335426,80
4493323,80
5147343,80
5399346,80
5058048,80
5142056,80
5067147,80
