cited,citation_count
4723129,779
4463359,716
4740796,678
4345262,658
4558333,654
4313124,633
4683195,631
4459600,613
4683202,605
3953566,411
4367924,401
3702886,382
4733665,360
3845770,339
5103459,311
4535773,305
4358535,292
4655771,289
4901307,287
3849241,286
4234435,280
3271922,278
4340563,276
4440871,273
4776337,273
4558413,267
4647447,262
4100324,261
5111638,254
5167024,252
3755704,251
4258264,251
4654030,248
5109390,246
4413725,246
2297691,244
4187390,243
4739762,242
5101501,241
4601710,240
5056109,239
4870302,237
4376110,237
4733521,236
4041203,235
4503569,234
3692618,234
4642487,234
3694412,233
4387297,233
3992158,233
4352883,233
4762129,232
3916899,231
4399209,231
3219666,231
4179337,226
3864154,225
4773182,225
4418068,225
4323071,223
4315318,223
4230463,223
4940916,221
4608577,221
4580568,221
4333267,220
4133814,219
5226126,218
4228496,218
4758745,216
4575330,216
3508372,216
3022605,215
4445892,213
4310440,213
4423725,210
5008853,208
3354129,207
4757267,207
4054697,206
4886062,205
5247347,205
4265990,202
4061724,202
4706121,201
4327725,201
4237224,200
4512338,199
3868956,199
4190757,198
4545390,198
3341394,198
5181162,198
4216620,197
2170147,197
4807115,197
4858105,196
2529060,195
4706216,194
2302259,194
3802817,193
3986997,193
3797494,193
4748982,193
4435047,192
4063220,192
4105776,191
3856513,191
4235871,190
4118531,190
732889,189
4553545,188
5329578,184
4965188,184
4405829,184
3306875,183
3962503,182
4251798,181
3860003,181
4118890,180
4226898,180
3598122,180
3383435,179
3615024,179
4409470,178
3264272,178
3773919,176
5181364,176
4276473,176
4394443,176
5226130,176
3284393,175
4856516,175
5093914,175
3589363,174
4380635,174
2621142,174
4305131,174
4798603,174
1446563,173
3976982,173
4771777,173
4830003,173
5572643,173
4314827,173
4191860,173
4555775,172
4578079,172
2510120,171
4688900,171
4800882,171
4380564,170
4617479,170
4491628,170
4387428,170
4916441,169
5041992,169
3598123,168
2985589,168
4140126,168
4313035,168
3946398,167
3130113,167
5019090,167
3620366,166
5133075,166
4794931,166
4581017,166
4698787,166
3709979,165
4663220,164
3670731,164
4546875,163
2495286,163
5066288,163
2411328,163
4194041,163
3135809,163
4665906,163
3681105,162
4366241,162
1525015,162
4631057,162
5143854,162
4177814,161
3301746,161
4713808,161
4655561,161
4573998,161
2278673,161
4747831,160
5040715,160
4951601,160
4425120,159
4878906,159
4944836,158
4609986,158
5027400,158
4672658,158
4222115,158
2371985,158
4800159,158
2774187,157
5119475,157
3615972,156
4880804,156
4111202,156
3789096,156
5136697,156
4994069,155
4765464,155
4258421,155
4500919,154
4611094,154
4977455,154
4577631,154
3255027,153
3437468,153
3285855,153
4474570,153
4698748,153
4254762,153
5014125,153
4000739,152
3636956,152
2822287,152
4217374,152
4200098,152
1978631,151
4953080,151
4835834,151
4439520,151
4821220,150
4064521,150
3600186,150
2741822,149
4445509,149
3747120,149
4813013,149
4789648,149
5073900,149
3929135,148
3919177,148
4980836,148
4885717,148
4267420,148
5272236,148
5193110,147
4218543,147
4453212,147
4098888,146
4076698,146
4429001,146
3306874,146
3296002,146
4414128,146
4809170,146
4391909,146
3657744,145
3665241,145
4363815,145
4490728,145
5260611,145
3016308,145
1863216,145
3473987,145
4783695,144
3973977,144
3887699,144
4174358,144
4195637,144
4801014,144
3799758,144
3421863,144
4191609,144
4277837,144
5132992,144
5045417,143
4787899,143
3419404,143
4656603,143
2846060,143
4230924,143
3995623,143
3298842,143
3901236,143
4361060,142
4258001,142
3742951,142
2465319,142
4739768,142
3172892,142
3473938,142
5220501,142
3970887,141
4467421,141
2048123,141
2883262,141
4128880,141
3239478,141
4076663,141
4732152,141
3016599,140
3975350,140
4899136,140
3376666,140
2355559,140
5091171,140
4124899,140
3121647,139
4302775,139
4931042,139
5133732,139
4877031,139
4105783,139
4673402,139
4816567,139
4660166,138
5030206,138
4922432,138
4200770,138
4024163,138
4799156,138
4021224,138
4704116,138
5002557,138
4610678,137
4430081,137
4949187,137
4862245,137
5060276,137
5241671,137
5133079,137
4575621,137
3890977,137
4598400,137
5072412,137
4440846,137
5049132,137
4285987,136
4786904,136
5530852,136
4857799,136
4799479,136
4699147,136
2674619,136
3956615,136
4181752,136
5347632,136
4671958,135
4043077,135
3479310,135
5333266,135
4892851,134
4452773,134
3689346,134
4530914,134
4589063,134
4044338,134
4343993,134
4472509,134
5122122,134
4833701,134
3786116,134
4374829,133
4637859,133
4646722,133
3840695,133
3941871,133
4744802,133
5151987,133
5123917,133
4297811,132
3994771,132
4994071,132
4379454,132
4748655,132
4425908,132
4078929,132
5278272,132
5122137,132
3502763,131
3272746,131
2823218,131
5297148,131
3632498,131
4582181,130
4141359,130
5064435,130
5116353,130
4399216,130
4046889,130
5194780,130
5105599,130
4315086,129
4984247,129
4218582,129
4933785,129
3929992,129
4558302,129
4680785,129
3778614,129
4482669,129
5078726,129
5172338,129
4641649,128
4795458,128
3265765,128
5102417,128
5168356,128
3995631,128
4265991,128
4506387,128
3338992,128
4613209,128
4765753,127
5130792,127
3473160,127
3430418,127
4869717,127
4326055,127
3741253,127
3962153,127
4834306,127
5329619,127
4369361,126
4539256,126
4197316,126
4234599,126
4660571,126
4918614,126
4993068,126
5064802,126
5043940,126
4721885,126
4088864,126
4215682,126
3485234,125
3654090,125
4610662,125
5267261,125
5223844,125
4533910,125
4791934,125
4500895,125
4538622,125
3779778,125
3842194,125
3691140,125
4307507,125
5206590,125
4542199,124
4650466,124
4033331,124
4554929,124
5077691,124
4625081,124
4743815,124
4172859,124
4994926,124
5075848,124
5353331,124
3381022,123
4674089,123
4724318,123
2882244,123
3821510,123
4207874,123
4758746,123
5100429,123
4573976,123
4950227,123
3906166,123
5104399,123
5129067,123
5147826,123
5231484,123
3220972,122
3282875,122
4576850,122
3947375,122
5260610,122
3624019,122
4630201,122
4536791,122
4955377,122
4853843,122
4400910,122
4141973,122
3339546,122
4709202,122
4641005,122
3998678,122
5195984,122
5125091,122
5037433,121
4200110,121
4520817,121
5023868,121
4130095,121
4612008,121
4908112,121
4325120,121
4022880,121
4277728,121
5043736,121
5163021,121
4488179,121
4740207,120
3169121,120
4675189,120
4573966,120
4277649,120
4477575,120
4460120,120
4941841,120
4940064,120
4533254,120
4935027,120
4741330,120
5104383,120
3645992,120
4902280,120
4819159,120
4847755,120
4820349,120
4203444,119
4877949,119
4823181,119
4413989,119
3732858,119
4604644,119
3832449,119
4196245,119
4613990,119
5156151,119
3130007,119
2677700,119
4667290,119
3967623,119
3900554,119
4820298,119
4699823,119
4020830,119
4889818,119
4675863,119
5166556,119
4944443,118
4300312,118
4458066,118
3527809,118
4898591,118
4306286,118
5040548,118
4428378,118
5313454,118
5053990,118
5122875,118
4196265,118
4193983,118
3920835,118
4649515,118
4814470,117
4644351,117
4808561,117
3605725,117
4851987,117
5155847,117
3978185,117
4954126,117
4771295,117
4760248,117
4665918,117
4855320,117
4081301,117
4336809,117
5172413,117
4676258,116
3416531,116
4714995,116
4563350,116
4142209,116
3971373,116
4150987,116
5104382,116
4632901,116
3457075,116
4623364,116
4455651,116
4899373,116
4211919,116
3551554,116
4103315,115
4248962,115
4280314,115
4589881,115
4104086,115
3625214,115
4544545,115
4136250,115
4286592,115
4008412,115
4543345,115
5035706,115
4278793,115
5021059,115
4058401,115
5050090,115
5265119,115
4172124,114
4944745,114
3950733,114
4144306,114
4702738,114
4484187,114
4529480,114
3645835,114
3759807,114
3683212,114
4907589,114
4299916,114
4578815,114
3490675,114
4453074,114
3978457,114
3011920,114
4681110,114
4407290,114
3445420,114
4631052,114
4658370,114
5197963,114
5235782,114
4513308,113
4813429,113
4969458,113
4591983,113
4720415,113
4288841,113
4127405,113
4972457,113
4197590,113
2882243,113
4371752,113
4563059,113
5061273,113
4437122,113
3308069,113
4025159,113
3086242,113
4871930,113
3810874,112
4988356,112
4026555,112
4913141,112
3485706,112
4873459,112
5070384,112
3431706,112
4434188,112
4394774,112
5135536,112
3817837,112
4640079,112
4589876,112
3847867,112
4807222,112
4342314,112
4677318,112
862867,112
4406656,112
4891630,112
5414455,112
5083565,112
3946731,111
3734874,111
4994033,111
3079606,111
3760171,111
4754255,111
4189868,111
3893761,111
3860771,111
4780821,111
5416797,111
5026377,111
3779993,111
4256945,111
4562535,111
4687663,111
3220960,111
4614861,111
4144317,111
4837798,111
5095054,111
5205108,111
4374888,110
4401054,110
4969890,110
4761785,110
3970518,110
4445118,110
5247571,110
4224179,110
3640928,110
4669004,110
4762128,110
4380046,110
4418333,110
4669043,110
4518584,110
3854480,110
4338397,110
4793348,110
4658093,110
3590000,110
5275851,110
5093718,110
5111409,110
3745623,109
4464650,109
4127322,109
4922905,109
4711955,109
3763480,109
4703435,109
4217344,109
4736866,109
4299226,109
5414796,109
5136705,109
4203158,109
3028365,109
4458307,109
4567029,109
3547180,109
4728020,109
5339392,109
5055438,109
2027962,108
4214020,108
3882038,108
4074342,108
4945912,108
4454414,108
4758985,108
4572203,108
4058400,108
3281383,108
4246261,108
4236880,108
4942598,108
4655752,108
4522803,108
4141364,108
4063064,108
3463158,108
4695954,108
4740519,108
4769772,107
4833702,107
4826808,107
4235236,107
3654370,107
4005195,107
4153641,107
3869828,107
4594655,107
4727064,107
4050462,107
3996934,107
5148432,107
3760024,107
4503288,107
4115319,107
4424833,107
4992940,107
3542615,107
3939654,107
4496831,107
4257095,107
3648125,107
5307456,107
3243211,106
5025335,106
4055672,106
4872947,106
4273128,106
4246339,106
4670899,106
4784137,106
4936281,106
5037427,106
4576732,106
5084057,106
3556389,106
4707384,106
3879537,106
4928223,106
5360443,106
4432057,106
3905023,106
5000185,106
4738255,106
4665913,106
4775371,106
2623521,106
3862265,106
4575805,105
4682596,105
4703108,105
3755527,105
5092841,105
5280472,105
4917097,105
4358823,105
4286082,105
4640793,105
3426754,105
4785408,105
4622631,105
3888362,105
5228234,105
4890612,104
4096571,104
3833003,104
3636679,104
3859527,104
4642271,104
4744364,104
3039468,104
4636346,104
4522212,104
3855638,104
3176444,104
4763669,104
4863538,104
4483194,104
3733309,104
4908772,104
3169945,104
4763191,104
5283819,104
4980209,104
5267262,104
2407680,103
4097923,103
4466442,103
3938502,103
4630283,103
2958593,103
4528643,103
3557516,103
4935956,103
4027073,103
3651014,103
3790654,103
4154861,103
4621339,103
3995632,103
4810804,103
3686025,103
4276885,103
3640741,103
4642790,103
4517104,103
3923477,103
4380549,103
4281380,102
4526938,102
3984566,102
4914656,102
3689935,102
3858577,102
4338675,102
4415065,102
5297249,102
4892519,102
4075691,102
4914055,102
3023104,102
4739098,102
4775999,102
4515165,102
4373183,102
4570057,102
3769963,102
3993749,102
4880015,102
4377584,101
3876794,101
4842591,101
4576177,101
4960412,101
3566874,101
4895868,101
3812559,101
4486530,101
3455336,101
5059211,101
4701432,101
3910701,101
4547811,101
4500880,101
4485486,101
4561726,101
4456793,101
4654819,101
5037422,101
4989230,101
4648044,101
4633874,101
4476870,101
3287703,101
4568343,101
4565200,101
3793799,101
5144166,101
